userName,score,content,at
Azera Sandal,1,tidak bisa berkata-kata,2025-04-07 05:46:21
Nurlailatul Jamilah,1,"menyulitkan pengguna, tidak efisien! mohon ditingkatkan lagi!!",2025-04-07 03:11:11
Putra Mahes4,2,"emg bagus sih, tpi knpa sudah verifikasi email, setelah 1 bulan email rubah sendiri dan harus ke kantor lgi untuk verifikasi email kembali, klo begitu kn cape bolak blik ke kantor untuk perbaikan email.",2025-04-06 15:26:50
Ridho Muh,5,semoga kedepannya lebih baik lagi,2025-04-06 03:10:53
user privateee,1,gua login gagal trsss!!!!!,2025-04-05 04:22:41
ankiss bojes,1,gak bisa log in,2025-04-04 05:27:37
Julfri MakalalagTM,1,"aplikasi masih cacat, susah dapat kode verifikasi. form formulir tidak update, padahal NPWP sudah 16 digit tapi dalam aplikasi hanya bisa mengisi 15 digit nomor NPWP. ini berarti sistem nya tidak berjalan sesuai dengan ketentuan dan kebutuhan wajib pajak dan malah merugikan/menyusahkan para wajib pajak. bahkan karena hal tersebut, para wajib pajak tidak bisa melakukan registrasi EFIN",2025-04-03 11:59:48
zakki makibau,1,parahhhhhhh bener bener parahhhhh 😂😂,2025-04-03 11:05:26
Rizki Afandi,1,"server gangguan terus,lemot,kebanyakan di korup",2025-04-02 12:30:33
lomlie lafael,1,cuma biar bisa dapat efin aja sangat dipersulit. 👎,2025-04-02 07:22:42
Bian Jovana,1,cara daftarnya gimna,2025-04-01 18:47:51
Suwandi Uan,4,lapor SPT bisa di sini ga?,2025-04-01 13:07:52
Ilham Fadilah,1,"apk sangat buruk , untuk ngebenerin EFIN aja susahnya minta ampun udah verifikasi via email,via telpon tetetp aja susah, potongan pajak gede bener",2025-04-01 09:00:46
ice three,1,"parah, verifynya sampe 4x gagal terus dan sampai skrg malas lanjut.",2025-03-31 23:57:13
er_ Mhmd,1,kayak gini bayar pajak rutin pelayanannya ga becuss gak becus bangdt kerja,2025-03-31 11:49:26
hasta Prasetya,2,"bingung, fiturnya kog gk lengkap yaa, jadi telat lapor pajak",2025-03-31 05:20:04
Lud Jono,5,Mantap sekali dan sangat membantu,2025-03-31 02:09:20
Ephit R7 Junior,1,setelah diupdate malah susah/selalu gagal login,2025-03-31 00:16:05
JHD Projects,1,"sumpah rata rata aplikasi pemerintah itu banyak yg tidak jelas, instruksi tutorial sama systemnya kagak danta, kalau mau pakai system online semua tutorial instruksi dll, nya buat sedetail mungkin dan jangan setengah setengah",2025-03-30 15:47:50
Dimus Santoso,1,YANG NGASIH BINTANG 5 FIX DIBAYAR. APLIKASI AMPAS,2025-03-30 14:06:29
Wahyu Setyawan,1,"aplikasinya belum siap digunakan, mau buat spt tahunan saja tidak ada menunya, mau cek laporan spt sebelumnya juga tidak ada, proses aktivasi sangat ribet, apa pembuatan aplikasi ini juga dikorupsi?",2025-03-30 00:02:25
Siyam Sisnawati,1,bad,2025-03-29 22:43:12
Lestari,1,"Pengajuan EFIN cuma bisa masukin 15 digit NPWP, sedangkan saat ini NPWP sudah 16 digit. Mohon diperbaiki laa ya, sekelas aplikasi milik pemerintah masa gini amat",2025-03-29 21:19:22
slamet riady,5,bagi yg lupa efin..dan lupa pasword.bisa banget lewat ini.,2025-03-29 13:49:09
Juang Tri,1,"Aplikasi sampah, sudah pernah daftar online, pakai data yang sama selalu gagal log in, alasan nomer tidak sesuai, error atau apalah. Salah satu tutorial mempersulit hidup, yaitu aplikasi ini.",2025-03-29 13:35:38
Resa saputra,1,"Masyarakat disuruh lapor pajak, tapi sistemnya sangat nggak bermutu masa upload SPT selalu gagal dgn keterangan ""NPWP HARUS SAMA"" dan ""NAMA FILE HARUS SAMA"" padahal sudah sesuai instrukturnya giliran masyarakat gak lapor, kena denda 👎",2025-03-29 06:28:49
Aline March,1,"serba ribet, lupa password minta efin, urus efin diverifikasinya GK kelar2, bikin kesel!!!",2025-03-29 06:15:19
Luis Tindi,1,Membuat susah untuk login.,2025-03-29 02:51:50
Habibah Khadijah The Series,5,gimana cara daftar baru di DJP online dengan nomor pajak yang sama dengan nomor KTP..??,2025-03-29 02:34:51
IM LANGGAI,1,"harapan kami agar proses permintaan efin dipermudah dan responsif, jangan hanya mau pajak kami saja tetapi harus ada balance dari negara.",2025-03-28 19:45:05
Aldi Triyoko,1,"sangat tidak membantu, bukn memepermudah malah bikin pusing astaghfirullah banget...",2025-03-28 16:49:11
Zulkarnaen Zul,5,ok banget,2025-03-28 14:38:18
dedih rustandi,1,apk ancur parah...uang nya di korup mulu jadi bikin apk nya juga gak tuntas,2025-03-28 09:46:03
SUNARTO BC,4,Semoga bermanfaat bagi orang kecil sepeeri saya dan mudah dipmengerti cara penginputan dan menggunakan bahasa yg mudah dipahami oleh masyarakat kecil baik umkm/usaha kecil minim,2025-03-28 08:23:53
Djumaing st,5,aplikasi yang sangat membantu,2025-03-28 06:27:31
Eko Sirengke,1,mau login tapi gk dapat nomor verifikasi.. padahal udah coba berkali kali... klw masi gk bisa jg gosah lah lapor SPPT jdi maless,2025-03-28 04:05:26
Mochamad Bima HP,1,"dari segi pelayanan buruk, untuk pembuatannya sangat tidak mudah.",2025-03-28 03:15:34
Abdul Halim,1,"gimana orang mau taat pajak, mau daftar aja susahnya minta ampun. Itu juga daftarnya udah online, gimna kalo daftar ofline??. Hadeh rusak instansi pemerintahan dengan pelayanan bintang 1.",2025-03-28 02:12:12
Ch tv,1,website rusak tidak membantu sama sekali,2025-03-27 15:30:58
Joconk,1,"login aja ribet, aktivasi segala macem udah, mau lapor pajak aja dibikin ribet heran",2025-03-27 15:09:06
Siti Muthiabrhasibuan,1,buruk sekali sangat buruk aplikasi nya jgn mau instal,2025-03-27 14:47:07
Ahmad Budiman,5,bagus sangat membantu,2025-03-27 14:43:14
Ryan Hidayat,1,"aplikasi gak guna, mao login eror terus, di link juga eror terus.. payah mao lapor pajak aja ribet.. saya cek banyak kritik di ratting tapi admin nya diem aja gak respon dan buat perubahan payah..",2025-03-27 14:11:44
Indra Budiman,1,jelek,2025-03-27 13:40:54
Herald Uguy,5,mantap,2025-03-27 10:54:41
Faldi Hafsa,1,aplikasi kaya 🐵 mau dapet kode verifikasi buat login DJP malah error' sial banget dah sistem perpajakan di wakanda,2025-03-27 08:54:21
Makmuri,1,aplikasi ngga berguna,2025-03-27 06:20:36
IRFAN ARFIADI,5,ok,2025-03-27 05:32:30
Agung Budhiyanto,1,aplikasi gak jelas mw log in saja susah verifikasi lewat email...kode gak masuk masuk....,2025-03-27 04:45:29
Miftah Hudin,1,pelayanan buruk mau ganti email katanya hubungi 1500200 tapi gak bisa terus mau laporan pajak pun di persulit mau minta efin aja susah,2025-03-27 03:54:23
Zami Zam,5,ok,2025-03-27 03:43:54
Abd Raheem,1,"kocak gimana mau ngisi NPWP dengan benar kalo di batasi 15 digit , sedangkan no NPWP 16 digit, 👎👎👎👎😤",2025-03-27 02:20:11
Aray Rayhan,5,good,2025-03-27 02:13:33
Fadil Andika,1,mau lapor spt tahunan ngga ada pilihnanya kocak,2025-03-27 01:42:24
tri ryan,1,"aplikasi busuk banget, lemott kayak yang bikin",2025-03-27 00:33:38
Sigit Wahyudi,1,sampah bukannya efektif malah tambah lama,2025-03-26 22:48:04
Agus Aza,1,nggak bisa login. udah beberapa kali di coba,2025-03-26 22:37:27
Januari Ri,1,"aplikasi jelek , masa iya fitur lupa kata sandi tidak ad !!!",2025-03-26 12:17:27
artha kunfayakun,1,pegawai pajak kerjanya apa? karyawan diminta laporan pajak sendiri,2025-03-26 11:33:22
Sutrisno ambenk,1,bikin NPWP di persulit,2025-03-26 10:55:54
Sandhi Laksono,1,"aplikasi ga jelas, udah kirim kode otp lewat SMS atau email gamasuk2!!! gajelas!",2025-03-26 06:24:15
sky,1,kurang pro aplikasinya,2025-03-26 06:18:35
Tomi Marandika,1,kode verifikasi dari email sudah bener tetap gak bisa.,2025-03-26 05:23:37
Okta Saputra,1,"kalau aplikasi lambat, verivikasi lambat, percepat donk waktu sesi, jangan udah ngirim verivikasi lama, sampai - sampai klik lagi dan lagi.. perpanjang sedikit untuk sesi aplikasinya sekelas aplikasi pajak lambat dan interfacenya kaku banget.",2025-03-26 04:47:26
Pandu Pratama,5,keren si.... minta EFIN ga harus ke KPP,2025-03-26 04:46:52
Emiliawin TD,5,apk super mantap,2025-03-26 04:31:49
dEar FadiNa,1,aplikasi tidak membantu sama sekali mau cek nomor NPWP aja ribet minta ampun aplikasi ga guna,2025-03-26 04:20:04
Rona Aqilah,1,"min tolong upgrade apknya dong ini cuma mau ngecek efin gue masa yang bisa harus NPWP yang 15 digit aja min sedangkan NPWP gue 16 digit, gmn min tolong dijawab ya🙏🏻",2025-03-26 03:27:37
Novita Sari,1,ini gimana aplikasi nya. cara lapor pajaknya aja ribet.,2025-03-26 02:36:36
dwi putra,1,"Buat login aja susah banget,kenapa dibikin susah semua",2025-03-26 02:18:39
Muhammad Ryan,5,mantap,2025-03-26 02:09:43
Ade Chandra,5,sangat baik,2025-03-26 01:25:44
Mulyadi Mulyadi,5,ok,2025-03-26 01:09:04
Jamak Iya,1,"bagusin lgi apk nya , masa dari kemaren saya mau minta efin sesusah itu , salah nya di kota/kelurahan terus padehal ngisinya udh bener tapi salah trus dari kemaren",2025-03-26 00:43:50
Dimas Utomo,5,Mantaap,2025-03-25 23:41:43
Frizki Hidayat,1,ribet,2025-03-25 23:20:44
New Day,5,Sangat baik aplikasinya,2025-03-25 15:01:32
FATUR,1,aplikasi macam apa ini ??? saya pingin chat tapi dibilangnya tidak ada koneksi internet.. lah app kocak emamgnya saya bisa buka aplikasi ini lewat doa kali ya.. gak heran semua aplikasi milik pemerintah selalu bikin geli,2025-03-25 14:37:10
Irfan Efendi,5,mitra pelaporan yg cerdas,2025-03-25 14:21:34
mas ilul,1,ada aplikasi M-pajak sama DJP online.apasih bedanya.lupa efin sangat ruwet,2025-03-25 14:18:20
Agus adnan danuri official,1,"Tolong Yaaa PIC Pajakkk, Buat Aplikasi yang lebih baik lagi, soalnya yang versi ini ribet dan ruwet",2025-03-25 14:15:21
Adrian bintang,1,"susah banget, lewat app atau lewat web ga ada yang bener. orang mau bayar pajak aja di persulit, sebenernya keluhan masyarakat di dengerin ga sih?????.",2025-03-25 13:48:49
Tunas Wiji Sasongko,5,Aplikasi yang sangat membantu,2025-03-25 13:36:15
febri teguh,1,"mau bikin akun secara online macam mana?orang wajib pake NPWP sedangkan NPWP gak ada, sedangkan NPWP aja dapetnya di KPP. mau bikin akun aja ribet minta ampun",2025-03-25 13:18:24
Deeroo General,1,Mau log in gak bisa2. Sesi berakhir terus. Ada hubungan sama kasus crotax kah ini? Heran mau ngasih duit aja susahnya minta ampun.,2025-03-25 12:17:25
Syaiful Wijayanto,1,APLIKASI TOLOL,2025-03-25 12:05:14
Muhamad Iksan,1,aplikasi pemerintah gada yg sat set,2025-03-25 10:11:52
Djoko Suprijanto,5,bagus,2025-03-25 09:46:08
ANANDITO KUSUMA,1,"apk apaan si ini , niat ga ? login gaada fitur lupa password, ngajuin efin gaada tombol lanjut pas bagian SMS / email , konyol",2025-03-25 09:22:59
SKTV chanel,1,apaan ini apk... bikin bening aja... lupa kata sandi nak efin lah apa lah... ngakak,2025-03-25 09:11:16
Ferris Security SSM,1,"lupa sandi tetap minta efin, efin wajib ke kantor.... seribet ini kah rakyat menyetor uang ke negara",2025-03-25 08:49:27
m.arif witjaksono,1,buruk,2025-03-25 08:48:56
pendi ckl,1,apl ga jelas verifikasi SMS/email ga bisa di klik tolong yg jelas lah bikin apl kocak,2025-03-25 07:53:23
Dian Herdianto,1,"sama sekali tidak membantu ,udh download masa harus ke kantor pajak juga untuk ganti swafhoto ja mau bayar pajak aja susah ,",2025-03-25 07:26:50
YONGQ KU,5,manthaafff,2025-03-25 07:05:56
ikhwanuttaqwa,1,"diminta kode verifikasi via sms, nomor udah bener, eh sms nya gak masuk2, udah berkali2 coba, APLIKASI SAMPAH",2025-03-25 06:59:46
Mone Aryy,5,"sangat membantu sekali, jika lupa password bis langsung kunjungi website djp online jaa",2025-03-25 06:43:13
Ega Haspangga,1,Aplikasi pemerintah selalu bodoh,2025-03-25 06:38:56
agung wahyusetiadi,5,sangat membantu,2025-03-25 06:12:30
Chaki randoO Chaki randoO,5,terbaik,2025-03-25 05:10:01
ANGGA NET,1,"udah ngemis ke masyarakat, masih aja di ribetin, pajak pajak capek tinggal di Indonesia.",2025-03-25 03:35:18
Pengguna Google,5,Mantap Pelayanan Nya,2025-03-25 03:22:03
Budi Rahmatullah,1,"Disuruh login terlebih dahulu, tapi menu untuk daftar akunnya ngk ada, kaya apa mau loginnya wkwkk",2025-03-25 02:50:46
zul hendri,1,percuma aplikasinya udh ada efin tetap aja disuruh laporan spt tahunannya ke kantor pajak...,2025-03-25 02:07:30
Prasaja Arliando95,1,aplikasi GAK GUNA... sudah 2 hari di coba selalu eror.. buang2 anggaran negara.. mending di hapus aja ni aplikasi bodoh,2025-03-25 00:10:47
NurAbdul Rahim,1,"bisa gak bikin ide inovasi singkat gak ribet lapor pajak gak usah ribet2 amat,,contoh org bank sana masa gak bisa niru kalian atau kalian senang org bayar pajak ini di denda karna gak lapor pajak padahal uangnya mereka sudah kalian makan",2025-03-24 23:46:20
Adam Zaelani,1,"aplikasinya cacat, pilihan verifikasi email/SMS nya ga muncul, tiba² di tolak karna email pada sistem tidak ditemukan. memang setiap aplikasi pemerintah gak bisa diandelin, anggaran doang gede.",2025-03-24 20:36:16
mas giyo,1,"mau jadi warga taat aja susahnya, coy. udah masukin NPWP, password, error. pesan username dan password yang anda masukkan salah. padahal itu gak pernah berubah, ajukan Lupa Password gak bisa, balik lagi, balik lagi. Iki pie to, coy. padahal udah tanggal 24 maret, bentar lagi abis waktu pelaporan. mbok ya bikin aplikasi yang bener pak, duit rakyat kok disia-siakan dengan aplikasi sampah kayak gini.",2025-03-24 16:10:41
Iqbal Geming,3,ini untuk pengajuan efin dengan kode nomer 16 agka gabisa sedangkan di aplikasi hanya 15 angka,2025-03-24 13:46:14
mohammad fachmi,5,good job 👍,2025-03-24 12:31:46
SakarepKu Official,2,"awalnya lupa efin,terus udah dapet email efin,pas login ga bisa bisa aneh kali loh ini aplikasi",2025-03-24 11:57:37
Andy Harson,1,"Lemot ,,,error",2025-03-24 11:52:53
Go Brave,1,"prefer bintang 0 sih, susah dapet verifikasi. malah disuruh dateng langsung ke kantornya, kalo jauh mau ngongkosin?",2025-03-24 09:45:31
Moch Nurhidayat,1,APK SAMPAH,2025-03-24 09:11:40
galih munajat,5,"apk sangat membantu,saya lupa efin langsung install apk terus gunakan apk alhamdulilah berhasil mendapatkan NO EFIN kembali.",2025-03-24 08:45:03
T2TV,1,"Binatang, udah susah makin susah,guna aplikasinya apa kalo gak bayak membatu.",2025-03-24 08:27:20
Tuan Amus,1,kita yg mau bayar pajak kita juga yg repot negara macam apa ini semua serbah sulit..,2025-03-24 08:10:59
Bany Ray,1,orang nganggur sudah tidak kerja jgn suruh lapor pajak. apanya yg mau lapor kan sudah dilaporkan oleh perusahaan. ngapain minta perorangan lgi.,2025-03-24 07:53:10
prendiko malau,1,"Aplikasi rusak, sekelas aplikasi Negara seperti ini... wkwkwkkwk",2025-03-24 07:45:07
XI RPL2 - Riski rahmand,1,email tidak masuk,2025-03-24 07:34:46
Yordan Arbi,1,"aplikasi gabisa login padahal nik sm password udh benar, tolong di perbaiki sekelas pajak masak ga bisa perbaikan aplikasi buat pelayanan masyarakat",2025-03-24 06:32:50
vhikaaras,1,"lupa no efin katanya bisa lewat aplikasi mpajak, tapi pas dicoba malah gak bisa slalu proses loading. pas coba uninstall aplikasi nya dan install ulang kira in udah bisa eh malah tulisan efin di bawahnya hilang 😌 ini aplikasi nge bug atau gimana yah?",2025-03-24 06:06:13
Putu Tataraharja,1,"sistem pajak sampai saya menulis ini sangat sangat menyusahkan dan tidak jelas, lambat, sering error, berulang kali mencoba namun tidak ada hasil dan hanya buang buang waktu, ujung ujungnya harus datang ke kantor pajak dan dipersulit",2025-03-24 04:41:21
Edi Edi,1,"LAMBAT KALI PROSESNYA, RIBET",2025-03-24 04:25:36
Rino Wijaya,1,memang untuk memperaulit Rakyat.. mau web ny aplikasi ny.. tiba2 nanti ada denda.. buat aja yang simpel dan mudah di mengerti rakyat..,2025-03-24 03:57:12
Mushtofa Lutfil Anshori,1,"aplikasi tolol, login web login apk ujung""nya error",2025-03-24 02:32:45
eng fathir,3,oke,2025-03-24 02:13:19
Bpk Sayuti,5,cukup,2025-03-23 22:30:11
Ardian Syahrur,1,gajelas,2025-03-23 17:10:47
SIREGAR OFFICIAL,1,ini aplikasi apa anj masa mau aktivasi pun di persulit,2025-03-23 16:09:47
hengky rinaldo,1,ribet dan ga mutu aplikasi plat merah,2025-03-23 14:55:30
M ANWAR,1,"Aplikasi buruk sekali sini mau bayar pajak susahnya minta ampun. Seharusnya pemerintah mempermudah orang yang mau bayar pajak bukan mempersulit. Sungguh pelayanan yang buruk sekali, mau pajak sulit giliran sudah pajak dikorupsi",2025-03-23 09:10:53
Krisna Arisandi,1,pembuangan budget negara aplikasi sampah,2025-03-23 07:22:53
Brother,1,"SANGAT SANGAT PAYAH,KITA YG KERJA,KITA YG PUNYA DUIT.CUMAN MINTA LUPA EFIN AJA SUSAHNYA MINTA AMPUN.",2025-03-23 04:11:56
Cecep Muhammadb,1,Aplikasi tidak berjalan. Pake wifi pake data pake hostpot sudah dicoba. Capecape ngisi data malah ga kebaca. Buruk Sekali,2025-03-23 04:05:49
halawa,5,"tolong di perbaiki coretax untuk berubah email dan pasword, karena tidak ada cetang di daftar kontak kami tidak bisa mendapatkan email. kami mohon segera di tindaklanjuti",2025-03-23 03:33:23
Squidward TV,1,Sangat2 tidak memudahkan rakyat hanya mempersulit saja keterngan sistem kami eror. Apa indonesia sistemnya selalu eror???,2025-03-23 02:31:41
Ayu Widiantari,1,"susah bngt daftarnya, tolong dong dipermudah cara daftarnya",2025-03-23 02:13:54
Saenal Ld,1,jelak sekali baru di buka keluar sendri,2025-03-23 01:58:11
Dea Lutfiatu,1,"mau coba lapor online, efin uda dapet tapi pas mau log in user dan pw salah,, padahal dr email.. apa ini hari minggu?",2025-03-23 01:30:44
bayu novriadi,1,"korupsi trus anggaran tuh, buat apk aja gak becuss",2025-03-22 17:36:14
Keenan,1,aplikasi sampah error mulu emng gini aplikasi pemerintah,2025-03-22 11:57:18
kumala,1,ribet,2025-03-22 07:00:31
Adison Vor Seven Sitohang,1,alangkah sia2nya uang negara untuk yg mengurus perpajakan ini,2025-03-22 05:45:00
mawahib fuadi,1,"semua komentar tidak beda jauh dengan yang lain, kalau memang belum bisa membuat aplikasi pelayanan masyarakat yang baik lebih baik ditutup saja aplikasinya.",2025-03-22 05:20:03
Dyana dj,1,Susah login Email verifikasi tdk masuk2,2025-03-22 05:10:29
Rizal Ramadhan,1,percuma bayar pajak klo dikorupsi,2025-03-22 04:17:14
RUDI_11 Slumber_Party,1,G guna,2025-03-22 01:36:00
Zainal Arifien,1,BIROKRASI BERBELIT. UJUNG UJUNGNYA DUIT PAJAKBUAT BELI RUBICON KENAPA HARUS RIBET!,2025-03-22 00:58:55
Mulyadi Hardi,1,membingungkan,2025-03-21 21:48:30
Gitaris Biasa,2,"ribet ,susah mau login juga",2025-03-21 20:48:48
Alfatih Arjuna Rizkiana,1,"kalo gak siap jangan bikin apk, buang2 anggaran",2025-03-21 18:46:08
Muharis,5,bagus sekali bisa membantu pekerjaan meskipun tidak bawa laptop,2025-03-21 14:34:22
Salim Kesuma,1,Aplikasi tiada guna selain habisin duit pajak.,2025-03-21 12:58:19
Renisri Handayani,1,email tidak masuk masuk,2025-03-21 12:35:17
yuyun aprilian,5,Cek NPWP,2025-03-21 10:35:41
Imam Taufik,1,gak beres,2025-03-21 09:36:09
Yudiansyah Yudi,5,ketena ada nya aplikasi ini jadi semuanya lebih mudah,2025-03-21 07:37:07
Reza Riyasmijar,1,Tidak masuk aplikasi M-Pajak,2025-03-21 06:27:51
Sigit Yunianto,1,"kita yang bayar pajak , kita jg yang pusing isi2 data dengan istilah singkatan2 tidak jelas",2025-03-21 06:10:35
Jubai Record,1,aplikasi sampah,2025-03-21 05:47:55
Gusti David,1,aplikasi tidak berguna,2025-03-21 04:22:40
Kak RAJIB,1,Dipersulit,2025-03-21 04:08:11
Fachmy Said,1,"ga jelas aplikasinya, ga bisa penginian data",2025-03-21 02:50:57
Dimas Poetra,1,aplikasi plat merah selalu bermasalah .,2025-03-21 01:37:43
Adi Setya R,1,gak bisa dibuka di android,2025-03-20 22:34:26
Edi Wahyudi,2,aplikasi yang susah diakses .... entah HP saya yang ga sesuai spek untuk aplikasi jni atau emang .... aplikasinya yg bukan ntuk orang kebanyakan... CHAT aja susah ...,2025-03-20 21:56:13
Usi Almahida,1,"mau daftar NPWP kok gbs sih,malah lgsg di suruh masukin NPWP sedangkan masih mau daftar",2025-03-20 14:19:10
Dewi Dennyta,1,kalau ada bintang 0 kasih bintang 0 deh.. ga sopan banget tiba tiba ngehapusin data orang ambil HP ga tau malu ga punya adab karyawannya,2025-03-20 13:19:07
Danish Radika p,1,"apk gak guna..., yg bikin apk siapa sih ini ..???? tolong belajar lagi...!!!! memalukan...",2025-03-20 13:04:30
Edi Widodo,5,bagus,2025-03-20 12:34:34
Zendy Deny,1,"Sampahh buanget , ini cara cek nomer pajak skarang aja susahnya kaya cari dukun santet. gilaaaaa gilaaaaaa gimana ini website negri aja parah banget",2025-03-20 09:40:19
Adnan Olansyah,1,"bagaimana sih aplikasi udah lama berjalan masuk keagen aja lama banget, kita yang bayar kita di persulitkan",2025-03-20 05:41:10
Agus Kiswanto,1,payah,2025-03-20 03:55:05
