content,source,cleaned,t,sentiment_score,sentiment
"apaan sih, kolom pekerjaan minta di isi Mulu, gua udah gunta ganti masih aja minta di isi rusak rusak",playstore,apaan sih kolom pekerjaan minta di isi mulu gua udah gunta ganti masih aja minta di isi rusak rusak,"['apaan', 'sih', 'kolom', 'pekerjaan', 'meminta', 'di', 'isi', 'mulu', 'gua', 'sudah', 'gunta', 'ganti', 'masih', 'saja', 'meminta', 'di', 'isi', 'rusak', 'rusak']",-71,negative
"Daftar Gabisa Disini, Ga Guna Banget, Daftar Di Web HP Malah Makin Ancur Dan Bikin Pusing",playstore,daftar gabisa disini ga guna banget daftar di web hp malah makin ancur dan bikin pusing,"['daftar', 'tidak bisa', 'disini', 'tidak', 'guna', 'banget', 'daftar', 'di', 'web', 'hp', 'malah', 'makin', 'hancur', 'dan', 'bikin', 'pusing']",-71,negative
"pelayanan online kurang memuaskan, aplikasi sering error dan tidak bisa digunakan.banyak kolom diisi sesuai data tp tidak bisa terdeteksi. mohon diperbaiki lg untuk pelayanan online.",playstore,pelayanan online kurang memuaskan aplikasi sering error dan tidak bisa digunakanbanyak kolom diisi sesuai data tp tidak bisa terdeteksi mohon diperbaiki lg untuk pelayanan online,"['pelayanan', 'online', 'kurang', 'memuaskan', 'aplikasi', 'sering', 'error', 'dan', 'tidak', 'bisa', 'digunakanbanyak', 'kolom', 'diisi', 'sesuai', 'data', 'tapi', 'tidak', 'bisa', 'terdeteksi', 'mohon', 'diperbaiki', 'lagi', 'untuk', 'pelayanan', 'online']",-64,negative
"pembuatan npwp sangat sangat sangat sulit, banyak masalah mulai dari error verifikasi code tidak muncul, server aneh, internet langsung lemot saat registrasi. Gimanasih ini rakyat mau bekerja aja sulit, padahal tinggal npwp doang🤣, yaudah, #kabur aja dulu ah🤣🤣, emang lebih bagus🤣",playstore,pembuatan npwp sangat sangat sangat sulit banyak masalah mulai dari error verifikasi code tidak muncul server aneh internet langsung lemot saat registrasi gimanasih ini rakyat mau bekerja aja sulit padahal tinggal npwp doang yaudah kabur aja dulu ah emang lebih bagus,"['pembuatan', 'npwp', 'sangat', 'sangat', 'sangat', 'sulit', 'banyak', 'masalah', 'mulai', 'dari', 'error', 'verifikasi', 'code', 'tidak', 'muncul', 'server', 'aneh', 'internet', 'langsung', 'lemot', 'saat', 'registrasi', 'gimanasih', 'ini', 'rakyat', 'mau', 'bekerja', 'saja', 'sulit', 'padahal', 'tinggal', 'npwp', 'doang', 'yaudah', 'kabur', 'saja', 'dulu', 'ah', 'memang', 'lebih', 'bagus']",-124,negative
asik gak dia,playstore,asik gak dia,"['asik', 'tidak', 'dia']",-8,negative
"aplikasinya bener-bener jelek banget,udh klik menu,mau login aja susah sekali udh memasukan Nik/NPWP dan password tetap aja salah,ini aplikasinya error terus, sebenarnya aplikasin ini bisa membantu masyarakatnya engak sih kok error terus menerus!!!",playstore,aplikasinya benerbener jelek bangetudh klik menumau login aja susah sekali udh memasukan niknpwp dan password tetap aja salahini aplikasinya error terus sebenarnya aplikasin ini bisa membantu masyarakatnya engak sih kok error terus menerus,"['aplikasinya', 'benerbener', 'jelek', 'bangetudh', 'klik', 'menumau', 'login', 'saja', 'susah', 'sekali', 'sudah', 'memasukan', 'niknpwp', 'dan', 'password', 'tetap', 'saja', 'salahini', 'aplikasinya', 'error', 'terus', 'sebenarnya', 'aplikasin', 'ini', 'bisa', 'membantu', 'masyarakatnya', 'engak', 'sih', 'kok', 'error', 'terus', 'menerus']",-112,negative
aplikasi sampah. ngabisin duit negara,playstore,aplikasi sampah ngabisin duit negara,"['aplikasi', 'sampah', 'ngabisin', 'duit', 'negara']",-18,negative
lambat berproses,playstore,lambat berproses,"['lambat', 'berproses']",-12,negative
"kalo ndak ribet bukan Indonesia namanya, saya mau cek npwp Online malah muter² gak tau kemana, disuruh masukkan nomor NPWP sandi dll, lah org saya mau cek nomor NPWP saya krna saya gak tau, malah disuruh isi.. kenapa sih ribet bgt",playstore,kalo ndak ribet bukan indonesia namanya saya mau cek npwp online malah muter gak tau kemana disuruh masukkan nomor npwp sandi dll lah org saya mau cek nomor npwp saya krna saya gak tau malah disuruh isi kenapa sih ribet bgt,"['kalau', 'indak', 'ribet', 'bukan', 'indonesia', 'namanya', 'saya', 'mau', 'cek', 'npwp', 'online', 'malah', 'muter', 'tidak', 'tau', 'kemana', 'disuruh', 'masukkan', 'nomor', 'npwp', 'sandi', 'dll', 'lah', 'orang', 'saya', 'mau', 'cek', 'nomor', 'npwp', 'saya', 'karena', 'saya', 'tidak', 'tau', 'malah', 'disuruh', 'isi', 'kenapa', 'sih', 'ribet', 'banget']",-145,negative
knapa sih hari minggu gk kliatan..,playstore,knapa sih hari minggu gk kliatan,"['knapa', 'sih', 'hari', 'minggu', 'tidak', 'kelihatan']",-9,negative
"coba dong web sama apknya di benerin malu sama Anggaran,masa KLH sama swasta",playstore,coba dong web sama apknya di benerin malu sama anggaranmasa klh sama swasta,"['coba', 'dong', 'web', 'sama', 'apknya', 'di', 'benerin', 'malu', 'sama', 'anggaranmasa', 'klh', 'sama', 'swasta']",-41,negative
plis pak programer di buat yg bener ada penyimpanan sementara atau gimana kek ini di reload suruh isi dari awal lagi ini gimana ?,playstore,plis pak programer di buat yg bener ada penyimpanan sementara atau gimana kek ini di reload suruh isi dari awal lagi ini gimana,"['plis', 'pak', 'programer', 'di', 'buat', 'yang', 'benar', 'ada', 'penyimpanan', 'sementara', 'atau', 'bagaimana', 'kayak', 'ini', 'di', 'reload', 'suruh', 'isi', 'dari', 'awal', 'lagi', 'ini', 'bagaimana']",-74,negative
saya mau bayar pajak aja daftar nya ribet minta ampun...payah coretex nih...,playstore,saya mau bayar pajak aja daftar nya ribet minta ampunpayah coretex nih,"['saya', 'mau', 'bayar', 'pajak', 'saja', 'daftar', 'ya', 'ribet', 'meminta', 'ampunpayah', 'coretex', 'nih']",-39,negative
verifikasi lambat,playstore,verifikasi lambat,"['verifikasi', 'lambat']",-9,negative
app Konoha emang payah,playstore,app konoha emang payah,"['app', 'konoha', 'memang', 'payah']",-11,negative
"aplikasi sampah, chat livenya keluar2 sendiri terus. udh di coba puluhan kali malah bikin emosi 👎",playstore,aplikasi sampah chat livenya keluar sendiri terus udh di coba puluhan kali malah bikin emosi,"['aplikasi', 'sampah', 'chat', 'livenya', 'keluar2', 'sendiri', 'terus', 'sudah', 'di', 'coba', 'puluhan', 'kali', 'malah', 'bikin', 'emosi']",-68,negative
minta efin sush banget eror Mulu,playstore,minta efin sush banget eror mulu,"['meminta', 'efin', 'sush', 'banget', 'eror', 'mulu']",-26,negative
dirjen pajak wajib diperiksa ni,playstore,dirjen pajak wajib diperiksa ni,"['dirjen', 'pajak', 'wajib', 'diperiksa', 'nih']",-11,negative
Web sampah! Percuma bayar pajak!,playstore,web sampah percuma bayar pajak,"['web', 'sampah', 'percuma', 'bayar', 'pajak']",-25,negative
"anggaran besar buat bikin tapi hasilnya kek, mau buat NPWP aja susah bgt gelapp",playstore,anggaran besar buat bikin tapi hasilnya kek mau buat npwp aja susah bgt gelapp,"['anggaran', 'besar', 'buat', 'bikin', 'tapi', 'hasilnya', 'kayak', 'mau', 'buat', 'npwp', 'saja', 'susah', 'banget', 'gelapp']",-52,negative
saya daftar daftar tapi halaman web gak bisa dibuka aneh,playstore,saya daftar daftar tapi halaman web gak bisa dibuka aneh,"['saya', 'daftar', 'daftar', 'tapi', 'halaman', 'web', 'tidak', 'bisa', 'dibuka', 'aneh']",-49,negative
user dan sandi.. selalu aja dinyatakan salah.. padahal ketika buka lewat Coretax aman. tpi nggak bisa masuk di aplikasi Android.. parah.,playstore,user dan sandi selalu aja dinyatakan salah padahal ketika buka lewat coretax aman tpi nggak bisa masuk di aplikasi android parah,"['user', 'dan', 'sandi', 'selalu', 'saja', 'dinyatakan', 'salah', 'padahal', 'ketika', 'buka', 'lewat', 'coretax', 'aman', 'tapi', 'tidak', 'bisa', 'masuk', 'di', 'aplikasi', 'android', 'parah']",-68,negative
"kocak ini apk dungu, ngapain udah ada apk ini giliran mau lapor spt tahunan malah disuruh pake web trs gunanya apa ini aplikasinya? Emang susah negri konoha ini",playstore,kocak ini apk dungu ngapain udah ada apk ini giliran mau lapor spt tahunan malah disuruh pake web trs gunanya apa ini aplikasinya emang susah negri konoha ini,"['kocak', 'ini', 'apk', 'dungu', 'mengapai', 'sudah', 'ada', 'apk', 'ini', 'giliran', 'mau', 'lapor', 'seperti', 'tahunan', 'malah', 'disuruh', 'pakai', 'web', 'terus', 'gunanya', 'apa', 'ini', 'aplikasinya', 'memang', 'susah', 'negeri', 'konoha', 'ini']",-106,negative
apk busuk lemot lemot,playstore,apk busuk lemot lemot,"['apk', 'busuk', 'lemot', 'lemot']",-28,negative
"apk yang lama sudah bagus, dan apk yang sekarang gak bisa di akses, buang"" anggaran negara saja",playstore,apk yang lama sudah bagus dan apk yang sekarang gak bisa di akses buang anggaran negara saja,"['apk', 'yang', 'lama', 'sudah', 'bagus', 'dan', 'apk', 'yang', 'sekarang', 'tidak', 'bisa', 'di', 'akses', 'buang', 'anggaran', 'negara', 'saja']",-76,negative
Aplikasi Sampah,playstore,aplikasi sampah,"['aplikasi', 'sampah']",-18,negative
aplikasi sampah,playstore,aplikasi sampah,"['aplikasi', 'sampah']",-18,negative
"koq smakin jelek saja rating aplikasi Perpajakan ini, ada apa yaaa... knapa kntr pajak tdk review aplikasi DJP ini.",playstore,koq smakin jelek saja rating aplikasi perpajakan ini ada apa yaaa knapa kntr pajak tdk review aplikasi djp ini,"['kok', 'semakin', 'jelek', 'saja', 'rating', 'aplikasi', 'perpajakan', 'ini', 'ada', 'apa', 'ya', 'knapa', 'kntr', 'pajak', 'tidak', 'review', 'aplikasi', 'djp', 'ini']",-88,negative
pelayanan di kantor jelek sekali.,playstore,pelayanan di kantor jelek sekali,"['pelayanan', 'di', 'kantor', 'jelek', 'sekali']",-16,negative
coretaxnya cacat,playstore,coretaxnya cacat,"['coretaxnya', 'cacat']",-5,negative
error ga bisa login,playstore,error ga bisa login,"['error', 'tidak', 'bisa', 'login']",-27,negative
cukup bagus,playstore,cukup bagus,"['cukup', 'bagus']",-9,negative
aplikasi indo emang gini,playstore,aplikasi indo emang gini,"['aplikasi', 'indonesia', 'memang', 'begini']",-20,negative
jelek bgt sumpah,playstore,jelek bgt sumpah,"['jelek', 'banget', 'sumpah']",-21,negative
"kenapa pemerintah menyewa orang tolol buat disain web pajak, coba dibikin mudah, jangan banyak ceramah walopun lambat tapi pasti lebih baik, ini udah lama menbingungkan juga",playstore,kenapa pemerintah menyewa orang tolol buat disain web pajak coba dibikin mudah jangan banyak ceramah walopun lambat tapi pasti lebih baik ini udah lama menbingungkan juga,"['kenapa', 'pemerintah', 'menyewa', 'orang', 'tolol', 'buat', 'disain', 'web', 'pajak', 'coba', 'dibikin', 'mudah', 'jangan', 'banyak', 'ceramah', 'walopun', 'lambat', 'tapi', 'pasti', 'lebih', 'baik', 'ini', 'sudah', 'lama', 'menbingungkan', 'juga']",-73,negative
g bisa dapet vervikasi lewat no maupun gmail,playstore,g bisa dapet vervikasi lewat no maupun gmail,"['tidak', 'bisa', 'dapat', 'vervikasi', 'lewat', 'no', 'maupun', 'gmail']",-25,negative
Banyak masalah saat pendaftaran,playstore,banyak masalah saat pendaftaran,"['banyak', 'masalah', 'saat', 'pendaftaran']",-10,negative
sangat membantu,playstore,sangat membantu,"['sangat', 'membantu']",-9,negative
Agar dpt mengetahui lokasi perpajakan.,playstore,agar dpt mengetahui lokasi perpajakan,"['agar', 'dapat', 'mengetahui', 'lokasi', 'perpajakan']",-5,negative
"aplikasi sampahh lemotttnya luarr biasa aplikasi masih cacat, mana pelayanan di KANTOR PAJAKnya juga sama lagi kayak aplikasinya sama² lemot nunggu berjam² Unjung²nya tidak dilayani malah disuruh pulang besok kesini lagi(KANTOR PAJAK),. tolong segera direformasi sistem perpajakan di Indonesia KAMI HANYA INGIN BAYAR PAJAK BUKAN MENCURI UANG NEGARA, dimana ujung² nya uang PAJAK KAMI DIKORUPSI PARA PEJABATNYA",playstore,aplikasi sampahh lemotttnya luarr biasa aplikasi masih cacat mana pelayanan di kantor pajaknya juga sama lagi kayak aplikasinya sama lemot nunggu berjam unjungnya tidak dilayani malah disuruh pulang besok kesini lagikantor pajak tolong segera direformasi sistem perpajakan di indonesia kami hanya ingin bayar pajak bukan mencuri uang negara dimana ujung nya uang pajak kami dikorupsi para pejabatnya,"['aplikasi', 'sampahh', 'lemotttnya', 'luarr', 'biasa', 'aplikasi', 'masih', 'cacat', 'mana', 'pelayanan', 'di', 'kantor', 'pajaknya', 'juga', 'sama', 'lagi', 'kayak', 'aplikasinya', 'sama', 'lemot', 'menunggu', 'berjam', 'unjungnya', 'tidak', 'dilayani', 'malah', 'disuruh', 'pulang', 'besok', 'kesini', 'lagikantor', 'pajak', 'tolong', 'segera', 'direformasi', 'sistem', 'perpajakan', 'di', 'indonesia', 'kami', 'hanya', 'ingin', 'bayar', 'pajak', 'bukan', 'mencuri', 'uang', 'negara', 'dimana', 'ujung', 'ya', 'uang', 'pajak', 'kami', 'dikorupsi', 'para', 'pejabatnya']",-172,negative
"sering logout , minta verifikasi ke email gak muncul muncul . tolong dong diperbaiki permasalahannya",playstore,sering logout  minta verifikasi ke email gak muncul muncul  tolong dong diperbaiki permasalahannya,"['sering', 'logout', 'meminta', 'verifikasi', 'ke', 'email', 'tidak', 'muncul', 'muncul', 'tolong', 'dong', 'diperbaiki', 'permasalahannya']",-4,negative
"mau ngurus lupa EFIN dari aplikasi bisa tapi harus ngantri 600 pengatri dulu, di tunggu sampe sore eh malah tiba "" system eror, lalu coba lagi di hari berikutnya malah kesalahan server, masa pelayanan dikantor ama aplikasinya sama "" buruk 👎👎hadeh..",playstore,mau ngurus lupa efin dari aplikasi bisa tapi harus ngantri  pengatri dulu di tunggu sampe sore eh malah tiba  system eror lalu coba lagi di hari berikutnya malah kesalahan server masa pelayanan dikantor ama aplikasinya sama  buruk hadeh,"['mau', 'mengurus', 'lupa', 'efin', 'dari', 'aplikasi', 'bisa', 'tapi', 'harus', 'mengantri', '600', 'pengatri', 'dulu', 'di', 'tunggu', 'sampai', 'sore', 'eh', 'malah', 'tiba', 'system', 'eror', 'lalu', 'coba', 'lagi', 'di', 'hari', 'berikutnya', 'malah', 'kesalahan', 'server', 'masa', 'pelayanan', 'dikantor', 'sama', 'aplikasinya', 'sama', 'buruk', 'hadeh']",-135,negative
aplikasi terjelek👎,playstore,aplikasi terjelek,"['aplikasi', 'terjelek']",-9,negative
"Halo pejabat yang dimanapun anda yang di gajih sama kami,tapi kerjanya ga becus. Saya ingin komplen ini katanya NPWP di ganti jadi nik/15angka jadi 16angka sesuai nik. Tapi ini pas mau login knp ga bisa kelebihan satu,terus saya tunggu dari awal di ganti yg 15jadi16 angka,sampe sekarang gada perubahan kalian kerja apa tidur terus kerjanya? Mohon maaf udhmah yg butuh pajak siapa yg susah siapa, ini udh susah di perusah. Tolong itu say tidak bisa login karena NPWP-nya lebih satu.",playstore,halo pejabat yang dimanapun anda yang di gajih sama kamitapi kerjanya ga becus saya ingin komplen ini katanya npwp di ganti jadi nikangka jadi angka sesuai nik tapi ini pas mau login knp ga bisa kelebihan satuterus saya tunggu dari awal di ganti yg jadi angkasampe sekarang gada perubahan kalian kerja apa tidur terus kerjanya mohon maaf udhmah yg butuh pajak siapa yg susah siapa ini udh susah di perusah tolong itu say tidak bisa login karena npwpnya lebih satu,"['halo', 'pejabat', 'yang', 'dimanapun', 'anda', 'yang', 'di', 'gajih', 'sama', 'kamitapi', 'kerjanya', 'tidak', 'becus', 'saya', 'ingin', 'komplen', 'ini', 'katanya', 'npwp', 'di', 'ganti', 'jadi', 'nik15angka', 'jadi', '16angka', 'sesuai', 'nik', 'tapi', 'ini', 'pas', 'mau', 'login', 'kenapa', 'tidak', 'bisa', 'kelebihan', 'satuterus', 'saya', 'tunggu', 'dari', 'awal', 'di', 'ganti', 'yang', '15jadi16', 'angkasampe', 'sekarang', 'tidak ada', 'perubahan', 'kalian', 'kerja', 'apa', 'tidur', 'terus', 'kerjanya', 'mohon', 'maaf', 'udhmah', 'yang', 'butuh', 'pajak', 'siapa', 'yang', 'susah', 'siapa', 'ini', 'sudah', 'susah', 'di', 'perusah', 'tolong', 'itu', 'sayang', 'tidak', 'bisa', 'login', 'karena', 'npwpnya', 'lebih', 'satu']",-272,negative
Aplikasinya semakin BURUUUUKKKKK...,playstore,aplikasinya semakin buruuuukkkkk,"['aplikasinya', 'semakin', 'buruuuukkkkk']",-16,negative
kaga bisa next trus harus gimma,playstore,kaga bisa next trus harus gimma,"['kagak', 'bisa', 'next', 'terus', 'harus', 'gimma']",-28,negative
sampah.,playstore,sampah,['sampah'],-9,negative
Berapa bulan lama menunggu EFIN keluar?,playstore,berapa bulan lama menunggu efin keluar,"['berapa', 'bulan', 'lama', 'menunggu', 'efin', 'keluar']",-11,negative
aplikasinya sangat lambat🐌,playstore,aplikasinya sangat lambat,"['aplikasinya', 'sangat', 'lambat']",-23,negative
"sudah bayar pajak, mesti lapor pake cara ribet",playstore,sudah bayar pajak mesti lapor pake cara ribet,"['sudah', 'bayar', 'pajak', 'mesti', 'lapor', 'pakai', 'cara', 'ribet']",-24,negative
"Aplikasi pemerintah gak pernah ada yang bener, aplikasi cacat !!!",playstore,aplikasi pemerintah gak pernah ada yang bener aplikasi cacat,"['aplikasi', 'pemerintah', 'tidak', 'pernah', 'ada', 'yang', 'benar', 'aplikasi', 'cacat']",-49,negative
aplikasi nda jelas sudah di ulang ulang untuk meminta kode efin ngebug mulu,playstore,aplikasi nda jelas sudah di ulang ulang untuk meminta kode efin ngebug mulu,"['aplikasi', 'indak', 'jelas', 'sudah', 'di', 'ulang', 'ulang', 'untuk', 'meminta', 'kode', 'efin', 'ngebug', 'mulu']",-50,negative
korupsi korupsi,playstore,korupsi korupsi,"['korupsi', 'korupsi']",-8,negative
mau jd orang bijak taat pajak pun di persulit. KANOHA.,playstore,mau jd orang bijak taat pajak pun di persulit kanoha,"['mau', 'jadi', 'orang', 'bijak', 'taat', 'pajak', 'pun', 'di', 'persulit', 'kanoha']",-47,negative
sebagai warga negara yang baik kita harus lapor pajak tahunan ...😊,playstore,sebagai warga negara yang baik kita harus lapor pajak tahunan,"['sebagai', 'warga', 'negara', 'yang', 'baik', 'kita', 'harus', 'lapor', 'pajak', 'tahunan']",-14,negative
ga ada pilihan lupa kata sandi saat login. jd ga bisa login. mohon d perbaiki.,playstore,ga ada pilihan lupa kata sandi saat login jd ga bisa login mohon d perbaiki,"['tidak', 'ada', 'pilihan', 'lupa', 'kata', 'sandi', 'saat', 'login', 'jadi', 'tidak', 'bisa', 'login', 'mohon', 'di', 'perbaiki']",-57,negative
Pajak tolol,playstore,pajak tolol,"['pajak', 'tolol']",-14,negative
masih aja ada EFIN kirain udah musnah,playstore,masih aja ada efin kirain udah musnah,"['masih', 'saja', 'ada', 'efin', 'mengira', 'sudah', 'musnah']",-29,negative
"tolong dong perbaiki, setiap kali mau buka harus login lagi baru buka beberapa hari harus login lagi",playstore,tolong dong perbaiki setiap kali mau buka harus login lagi baru buka beberapa hari harus login lagi,"['tolong', 'dong', 'perbaiki', 'setiap', 'kali', 'mau', 'buka', 'harus', 'login', 'lagi', 'baru', 'buka', 'beberapa', 'hari', 'harus', 'login', 'lagi']",-34,negative
"aplikasi buatan negara, gaada yang bener sistemnya WKWKWKWK",playstore,aplikasi buatan negara gaada yang bener sistemnya wkwkwkwk,"['aplikasi', 'buatan', 'negara', 'tidak ada', 'yang', 'benar', 'sistemnya', 'wkwkwkwk']",-20,negative
"saya sudah buat NPWP pribadi lewat web coretax awal 25 lalu, nah saat mau cek pajak lewat web DJP ternyata harus punya EFIN dulu. Download aplikasi ini supaya mudah buat secara online, tapi ternyata setelah dibuka pembuatan EFIN di bagian kolom NPWP hanya tersedia 15karakter aja, dahlah ada yg sulit kenapa harus gampang. Mohon untuk para pemangku kepentingan, aplikasi atau web itu cukup 1saja dan terpusat.",playstore,saya sudah buat npwp pribadi lewat web coretax awal  lalu nah saat mau cek pajak lewat web djp ternyata harus punya efin dulu download aplikasi ini supaya mudah buat secara online tapi ternyata setelah dibuka pembuatan efin di bagian kolom npwp hanya tersedia karakter aja dahlah ada yg sulit kenapa harus gampang mohon untuk para pemangku kepentingan aplikasi atau web itu cukup saja dan terpusat,"['saya', 'sudah', 'buat', 'npwp', 'pribadi', 'lewat', 'web', 'coretax', 'awal', '25', 'lalu', 'nah', 'saat', 'mau', 'cek', 'pajak', 'lewat', 'web', 'djp', 'ternyata', 'harus', 'punya', 'efin', 'dulu', 'download', 'aplikasi', 'ini', 'supaya', 'mudah', 'buat', 'secara', 'online', 'tapi', 'ternyata', 'setelah', 'dibuka', 'pembuatan', 'efin', 'di', 'bagian', 'kolom', 'npwp', 'hanya', 'tersedia', '15karakter', 'saja', 'dahlah', 'ada', 'yang', 'sulit', 'kenapa', 'harus', 'gampang', 'mohon', 'untuk', 'para', 'pemangku', 'kepentingan', 'aplikasi', 'atau', 'web', 'itu', 'cukup', '1saja', 'dan', 'terpusat']",-156,negative
